OBSID,target_comb_idx,target_text,ctx_-4_speaker,ctx_-4_text,ctx_-3_speaker,ctx_-3_text,ctx_-2_speaker,ctx_-2_text,ctx_-1_speaker,ctx_-1_text,ctx_0_speaker,ctx_0_text,ctx_1_speaker,ctx_1_text,ctx_2_speaker,ctx_2_text,R1: References prior student content,R2: Builds on student content,R3: Invites further student thinking,C1. No student content available (N/A)
194,194_96,"Yeah.  [Inaudible].  Early finishers, what did I tell you to do?  [Inaudible] finished yet.",teacher,"Everyone’s doing a nice job following directions.  That’s great.  Let’s see.  Yeah.  Let’s go get another one.  A little less.  It’ll work.  Just go by that length, the first one.  Compare with your neighbor your lengths and your width.  It’s okay to talk.  Talking won’t [Inaudible]. Once you start doing the calculations, you have scrap paper if you need.  You can also do your calculations on the back.  Yeah?",student,[Inaudible].,teacher,"Start right at the line, at the one.  That looks to be about –",student,[Inaudible].,teacher,"Yeah.  [Inaudible].  Early finishers, what did I tell you to do?  [Inaudible] finished yet.",student,[Inaudible].,teacher,"You can challenge yourself with perimeter.  You can also start measuring some real-life articles such as your book, your desk, your table.  [Inaudible].  Everyone will be busy. Yes, [Inaudible].",0,0,0,1
839,839_137,3 times 7?,teacher,Carry the 2.  Make sure you're carrying it to the right number. 8 times 3—,multiple students,18.,teacher,Plus 2—,multiple students,20.,teacher,3 times 7?,multiple students,21.,teacher,Plus 2?,0,0,1,0
4479,4479_128,"Okay, thank you.",teacher,"Okay, Student N, let’s look at our number line.  So we had 21 people counting.  Let’s look for the fourteenth person. Here is person one, two, three, four, five, six, seven, eight, nine, 10, 11, 12, 13, the fourteenth person, 14 times two fifths is twenty-eight fifths, because 14 times two is 28.  Student C, quickly, please.  Just a second.",teacher,"Student Z, quickly.",teacher,"Student J, sit down.  Okay, so we have a couple of problems to look at here.  One of them is quite easy and similar to problems that you have been doing for a long time and one might be a little bit more challenging.  So in your math journals, you’re going to try these two problems after we read them together.  Student S, paying attention. The first problem is eggs come in cartons of 12.  Richard was making cakes for a party and used two cartons of eggs.  How many eggs did he use?  Many of you could probably do that in your head, but I still want you to solve it in your journal. The second question is, Sabrina was making a cake for herself.  She used one fourth of a carton of eggs.  There are 12 eggs in each carton.  How many eggs did she use?  In your math journals, on a clean page, please write down your solutions to those two problems.",teacher,"Just a second, please.",teacher,"Okay, thank you.",teacher,"Not necessary, but thank you for your thoughts.  All right, Student W, get your journal out, please, and try these two problems that are on the board.",student,"Oh, math journal?",0,0,0,0
4037,4037_413,"Does it make sense?  Don’t say it makes sense, unless it does. Does it really make sense?",teacher,"Do you see how it’s going?  Moving the decimal.  Moving the decimal.  Moving the decimal.  That’s the pattern that I want you to look for.  All I want you to do is look for the pattern, okay?  So every time you do it, you’re looking for the pattern. You see here, this one multiplied three by one.  It’s three point eight two, but if you move the decimal, you’re going to multiply it by zero point one.  Move the decimal to the left at one time, so now it’s going to be zero point three, eight, two.",student,Oh.,teacher,"And then they moved it two times.  Zero point zero, three, eight, two.  Do you see the pattern?",student,Yes.,teacher,"Does it make sense?  Don’t say it makes sense, unless it does. Does it really make sense?",student,[Inaudible].,teacher,"Okay.  All right.  Student R, how are you feeling about it?",0,0,1,0
2297,2297_150,56?,teacher,"52.  [Inaudible].  One, two, three, four, five, six, seven, eight, nine, 10, 11, 12.  The next one is gonna be what? The next one is gonna be 52?",student,"Yes, and then 56.",teacher,"Okay, and the next one is gonna be what?",multiple students,56.,teacher,56?,student,Yes.,student,And then 60.,1,0,0,0
4009,4009_175,Yes.  How did you choose between the two twos then?,teacher,"Comma.  And then your last one, Student G?",student,Four and 25 hundredths.,teacher,"Excellent.  You put them lightest to heaviest.  Yes, Student C is going to explain it to us.  Go ahead, Student C.",student,"Like if you see they all have fours and on the tenths place, the four and 16 has a one in the tenths place, but the others have a two.  So the one is less than a two, so that’s [Inaudible].",teacher,Yes.  How did you choose between the two twos then?,student,Because like zero is less than five.,teacher,"Yes.  Excellent.  Understand?  Let’s move on to the next one. Once again there’s that number line, that fraction. What do you know about – it says a half.  Remember?  What is it? This is a whole.  And a whole big money is?",0,0,1,0
4159,4159_174,Not division.,teacher,"Good.  Why, Student C?  Why am I going to multiply?",student,"Because one bag weighs 14.6, and so that’s multiplying, because you have to do it 17 times.",teacher,Is there another operation I can use besides multiplication?,student,Division.,teacher,Not division.,student,Addition.,teacher,"But how many times would I have to add 14.6?  17 times.  14.6 plus 14.6.  So it’s easier to multiply.  Work out that problem, check your product, and we’re going to check and see if we got the same one.  Work it out. 14.6 by 17.  [Side Conversation]",1,0,0,0
4016,4016_61,"Red and blue make purple, don’t they?  And there’s one other one.  What other set?  Student E?",teacher,"Not a primary color.  They become a secondary color, don’t they?  But they do become a different color.  What two colors can you mix together to make a third color, of our blue, yellow, and red?  Student J?",student,[Inaudible] yellow [inaudible]?,teacher,Blue and yellow make green.  Anybody else know any two that go together that make something different?  Student E?,student,Red and blue make [inaudible].,teacher,"Red and blue make purple, don’t they?  And there’s one other one.  What other set?  Student E?",student,Yellow and red makes orange?,teacher,"Yep.  Yellow and red make orange.  Okay, now we chose the primary color, red, okay?  And then we chose a different color.  Either yellow, or blue.  Hands up if you were a blue person this morning.  All right.  Hands down.  Hands up if you were a yellow person this morning.  Okay, if you were a yellow person, when you mixed red and yellow together, you should have gotten orange.  If you were a blue person, when you mixed red and blue together, you should have gotten purple. Now, this isn’t perfect, because it’s not paint.  It’s colored pencils.  However, if you look very closely at Teacher H’s example, you can see this is the yellow that represented five-tenths.  This is the red that represented three- tenths.  Then I have this orange here, and I know you’re thinking, Teacher H, that isn’t really orange.  But it’s different than the red, and it’s different than they yellow, isn’t it? Okay, Student H.  Student K, yours looks pretty good.  Let me hold yours up.  See how his looks?  Red and yellow made orange?  Who’s got a good purple one that we can show? Okay, Student H, see the red and the blue?  See how it made purple?  Okay, it’s not a perfect purple, but it made – we know what we’re talking about. Okay, so now at the bottom of your paper you should have three- tenths, times five-tenths.  Does everybody have that written?  If you don’t, get it written.  Make sure that your decimal points are prominent, so that we can see them. Everybody stop coloring.  Make sure that at the bottom it says three-tenths, times five-tenths.  Everybody stop coloring.  Make sure at the bottom it says three-tenths, times five-tenths. Okay, now we’re ready to put an equal sign next to our problem. Three-tenths times five-tenths equaled what, Student M? Look at the board if you can’t remember, or can’t find it in your brain, right now.",1,0,1,0
1084,1084_177,"All right.  Can you come up here and try to explain that, because I’m not really following where you counted the halves.",teacher,What’s the area of this triangle?  Student T?,student,Four.,teacher,How did you come up with four?,student,[Inaudible].,teacher,"All right.  Can you come up here and try to explain that, because I’m not really following where you counted the halves.",student,Those two halves [inaudible].,teacher,"Okay.  But these aren’t halves.  We have to look in the big picture, here.  Student J, can you explain it in words?",1,1,1,0
385,385_290,"Okay.  Hang on.  Everybody, listen.  We need to listen for our questions.  Yes?",teacher,Okay.  Are we – are we getting above water now?  Does that make sense?,multiple students,[Multiple comments].,teacher,Okay.  Yes.,multiple students,[Multiple comments].,teacher,"Okay.  Hang on.  Everybody, listen.  We need to listen for our questions.  Yes?",student,"So if it’s 10 on the bottom and 8 on the top, so let’s take – we make, like, we take off the part that is, like – like, what – it would make it 8, would you make it 8, and then we would subject 10 minus 8 equals 2, and that’s [inaudible].",teacher,What it means is you have got to make these into pieces that you have a formula for.  Can I make this into two pieces that I do have a formula for?  Yes.,0,0,0,0
3035,3035_24,"Okay.  What Student R has, the birthday bash.  I made sure I had the stuff I needed for my party.  I didn’t go overboard.  I stayed within my budget of $150.00.  I only had 25 cents left.  Go to the board. [Inaudible] at the board.  Okay.",teacher,Come on.  Hand me your paper.  Okay.  So stand here.,student,I left it at home.,teacher,"Okay, but you have your summary, right?",student,Yes.,teacher,"Okay.  What Student R has, the birthday bash.  I made sure I had the stuff I needed for my party.  I didn’t go overboard.  I stayed within my budget of $150.00.  I only had 25 cents left.  Go to the board. [Inaudible] at the board.  Okay.",student,"I bought a cake for $24.99, and two packages of hotdogs for $4.00, and corn on the cob, and [inaudible] and hotdog buns for $4.00 and two plates for $5.00, and two ice cream cones in a box for $7.00.  I got Coca Cola, and three packs of [inaudible].",teacher,"Okay, so your total?",1,0,0,0
2773,2773_225,"I’ll let you do it in a minute.  Student J, focus.  Okay, let’s take a look over here.  Let’s start it up.  This is over 100, too.",student,"For that one, 0.20.",teacher,Yep.  And how about as a percent?,student,20 percent.,student,Can I do number four?,teacher,"I’ll let you do it in a minute.  Student J, focus.  Okay, let’s take a look over here.  Let’s start it up.  This is over 100, too.",teacher,How many of these little squares are –,student,70.,0,0,0,0
4038,4038_120,"1 and 5, right?  What about 10?  What is the largest number they have in common?  5, right?  So I’m going to take my 5 and divide it on the top and the bottom. Everything you need for that game is up there.  I put the dice up there.  This is all you’re doing, finding the greatest common factor and using that to divide. If you are trying to simplify a fraction, you do your greatest common factor first, then you use that to divide your numerator and denominator by.  So what would be 5 divided by 5?",teacher,"Mm-hmm.  What’s the largest one they have in common out of these?  6 doesn’t get a 4, so 2, right?  To simplify a fraction, I’m going to divide my numerator by 2 and my denominator by 2.  So 4 divided by 2 is 2.  6 divided by 2 is—",multiple students,3.,teacher,So that is my simplified version of my fraction.  We’re trying to simplify it though.  The goal is to make it smaller on this one.  They’re going to be able to hear you.  Get on task.  Can we talk about it in a minute when the other group leaves?  Let’s do one more.  Thank you.  This is why you got pulled over here.  5 and 10.  We’re going to do five tenths. What does that get reduced to?  What are my factors first?,multiple students,"1, 5.",teacher,"1 and 5, right?  What about 10?  What is the largest number they have in common?  5, right?  So I’m going to take my 5 and divide it on the top and the bottom. Everything you need for that game is up there.  I put the dice up there.  This is all you’re doing, finding the greatest common factor and using that to divide. If you are trying to simplify a fraction, you do your greatest common factor first, then you use that to divide your numerator and denominator by.  So what would be 5 divided by 5?",multiple students,1.,teacher,10 divided by 2?,1,1,1,0
1046,1046_539,9 times 5 is 46?,teacher,Yes. Do it a little darker. So 4 times 5 – 9 times 5 is what?,student,Huh?,teacher,9 times 5 is what?,student,46,teacher,9 times 5 is 46?,student,Um.,teacher,"It’s on your paper. That’s right go ahead, you have the right answer go ahead.",1,1,0,0
4668,4668_503,"Shh.  Ah, Student M.",teacher,"Okay, so you might as well erase them.",student,Okay.,teacher,So you have 20 three-fourths?  Yes?  But this is still not fixed.,multiple students,[Crosstalk].,teacher,"Shh.  Ah, Student M.",student,He’s erasing my work.  It’s –,teacher,"I’m sorry.  Student P.  Give him his work, please.  Maybe you guys should work on your own.  Why aren’t we working together, nicely?",0,0,0,1
854,854_99,"But let me see.  So, like this right – it’s missing this side, but this is a rectangular prism.",student,I was gonna call it a basket.,student,"Teacher, who has the rectangular prisms?  I asked Student K and [Inaudible].",teacher,I think there’s one in this box.  It’s missing one of the sides.,student,Oh.,teacher,"But let me see.  So, like this right – it’s missing this side, but this is a rectangular prism.",student,"Yeah, I had forgotten it.",teacher,"All right, I’m gonna start switching some of these.  All right, here’s another type of pyramid.",1,0,0,0
2019,2019_85,Power.  It has power.  Did we do this before?,teacher,No.  So we would have to do what?  We would have to do what? We did it the other day.,multiple students,[inaudible comment],teacher,"No.  Round it.  You would have to round it up or round it down, depending on the number.  If I had to round this, I would take away this eight because the eight has…",student,Power.,teacher,Power.  It has power.  Did we do this before?,multiple students,Yes.,teacher,"Okay, the eight has power.  So I would take away the eight and add one here, I would have what?  I would have how much cents?",1,0,1,0
1015,1015_175,"Even, yes, so it’s divisible by two.  Oh, come on.",teacher,"The one is an odd number.  But remember, we always – we look at – you need to be looking at the ones place.  So 7 is an odd number, so 127 is an add number.  Yeah. Okay, 937?",student,Odd.,teacher,Odd.  Four thousand six hundred and seventy-eight?,student,Even.,teacher,"Even, yes, so it’s divisible by two.  Oh, come on.",student,This is pretty easy.,teacher,"I told you.  Okay, here’s your next rule that we’re learning today.  I picked the three easy ones today.  I like to start easy.  Divisibility by five, so your next one we’re learning for five.",1,1,0,0
2406,2406_0,On Friday we were talking about the bicycle race game and we were solving problems using fraction bars and writing equations for these problems. So we’re gonna continue to do the same thing now page C26 and another bicycle race. Read what it says for me Student X.,,,,,,,,,teacher,On Friday we were talking about the bicycle race game and we were solving problems using fraction bars and writing equations for these problems. So we’re gonna continue to do the same thing now page C26 and another bicycle race. Read what it says for me Student X.,student,Use the fraction bars to show your [inaudible] in each problem. [Inaudible].,teacher,So you’re doing two things what’s the first thing you’re doing Student S?,0,0,0,1
4502,4502_311,"Out of how many make one full?  You need to be able to explain this.  Do you understand this, what I’ve just done here? Okay, that’s what you need to understand.  I’m not interested in this right here.  Anyone can just multiply it.  I want you to understand why we’ve done it that way. Okay.  I need you to clean up and we have to conference.  The answer is there.  I’m not gonna tell you.  You’ve got to figure it out yourself. Honey, you should know how to regroup, or you’re going to have bigger problems than division.  That’s a second grade skill.  You need to get that together.  I’m ready to conference.  [Side discussion]  Are you ready to be called up before the test tomorrow?  Okay, good.  How many full?",teacher,So three and one?,student,Three and –,teacher,What’s left over?,student,One.,teacher,"Out of how many make one full?  You need to be able to explain this.  Do you understand this, what I’ve just done here? Okay, that’s what you need to understand.  I’m not interested in this right here.  Anyone can just multiply it.  I want you to understand why we’ve done it that way. Okay.  I need you to clean up and we have to conference.  The answer is there.  I’m not gonna tell you.  You’ve got to figure it out yourself. Honey, you should know how to regroup, or you’re going to have bigger problems than division.  That’s a second grade skill.  You need to get that together.  I’m ready to conference.  [Side discussion]  Are you ready to be called up before the test tomorrow?  Okay, good.  How many full?",student,Do we have to find one that has all of these colors?,teacher,"Mm-hmm.  I’m ready to conference and I have M&M’s today.  I have M&M’s for the group that have their baskets and are ready to conference with me. Don’t forget that this goes in your bag.  Mm, these M&M’s are delicious.  How many full columns [inaudible].",0,0,1,0
4053,4053_477,"No, babe.  Seven and one.  Twenty one.  What are the factors?",teacher,What about twenty –,student,Three?,teacher,No.,student,No.,teacher,"No, babe.  Seven and one.  Twenty one.  What are the factors?",multiple students,Seven.,teacher,Seven.,1,0,1,0
4100,4100_259,"That’s what you’re supposed to do, exactly.  So we’re going to stop.  Let’s be sure that we have the – all of the ones collected, and put them into the tray, all of the tens collected in the trays.  All right.  Yeah. Let me get it.  Hi.",student,"Because we were trying to figure out how we were going to do it.  I told her to break it down, Student A, but I think that’s not going to work.",teacher,"Okay, good.  All right.",student,[Inaudible] to do this.,student,Sketch it out.,teacher,"That’s what you’re supposed to do, exactly.  So we’re going to stop.  Let’s be sure that we have the – all of the ones collected, and put them into the tray, all of the tens collected in the trays.  All right.  Yeah. Let me get it.  Hi.",,,,,0,0,0,0
2986,2986_6,It’s recording right now.,teacher,It’s a recording device.,student,Oh!,teacher,"Okay, eyes up here.",student,Does it record you whatever you say?,teacher,It’s recording right now.,student,[Inaudible],teacher,I already just guessed.  Can you put your feet in the right way?,0,0,0,0
4028,4028_226,"Okay, 32 divided by four.  All right, Student Z, what did you get for 32 divided by four?",teacher,"Okay.  Look back before we go over the answer.  I see three sets of answers.  Well – oh, okay.  I see three.  Make sure you are right.  We can only have one answer.  We can only have one.  All right, no parenthesis.  You told me that, right?",multiple students,Yes.,teacher,"But you did tell me we have some division on the left, so our first step.  Student Z, what’s the first step?",student,[Inaudible] by [inaudible].,teacher,"Okay, 32 divided by four.  All right, Student Z, what did you get for 32 divided by four?",student,[Inaudible].,teacher,Everybody agree?,0,0,1,0
2676,2676_248,Because we don’t need to – we don’t – how are we gonna do that?,teacher,"You think?  I mean, you think we could find the –",student,Radius?,teacher,Area?,student,"Oh, yes.",teacher,Because we don’t need to – we don’t – how are we gonna do that?,student,To find the area?,teacher,Let’s see if we – let’s see if we could still find the circumference of this if we cut this in half and measure. Let’s see if we still get a diameter of the same.  Do you understand what I’m saying?,0,0,1,0
453,453_233,Are you on 3A?  How many groups do you need to make?,teacher,"Very good.  Does that make sense?  So, Student C, for you is it easier to use the cubes?",student,[Inaudible],teacher,"Yeah, okay.  I’m gonna come back to check in on you.",teacher,"Okay, good.  Try that one.  Try A and B.  I’m gonna come in and check in.  Let me see.  How are you doing here?  Did you finish this page?  Okay.  Are you ready for 3A and 3B?",teacher,Are you on 3A?  How many groups do you need to make?,student,8.,teacher,Mm-hmm.  Did you make 3?  You’ve got to use all 24.  You’re making 3 groups of the 24 'cause it’s two-thirds of 24.  So you’ve got to have 3 groups.  You scared me.  What do you think it is?,0,0,1,0
297,297_140,What?,student,Add them.,teacher,Add them.,teacher,"You add 3 plus 18 and 4, and what do you get?  Twenty-five square centimeters – or meters.  Are they centimeters or meters?  Meters.",student,Mrs. D?,teacher,What?,student,Why are these both different?,teacher,"You have to break it down.  If you did not – if you didn’t get this, then you need to make sure – we’re going to do another activity with this tomorrow to make sure that you get it, but you’ve got to break it down. Look on this one.  Look at number two.  If this is two centimeters then the opposite side is…?",0,0,0,0
2661,2661_49,Exactly and we’ve covered that before.  So that line 15 degrees north is parallel to the equator.  Does everybody see that?,teacher,"Lines of latitude are called parallels, right.",student,“Parallels because each one is a circle that is parallel to the equator.”,teacher,"So let’s stop right there.  Take a look at the map in the middle of the page there.  If you see where the equator is, raise your hand.  Raise your hand if you see the equator on the map in the middle of that page.  So the equator is running from east to west, from left to right.  If you take a look at the line right above that and it says 15 degrees north, would you raise your hand if you see that?  Okay. That is called a parallel line of latitude.  Why can tell me why, based on what we’ve covered the last couple of day, why that’s considered a parallel line of latitude?  Student M.",student,Because it’s parallel to the equator.,teacher,Exactly and we’ve covered that before.  So that line 15 degrees north is parallel to the equator.  Does everybody see that?,student,Yes.,teacher,"And if we were writing it, instead of our line segments that we’ve been looking at, we could simply put the lines on the globe.  So who wants to pick up reading here?",1,0,1,0
2773,2773_143,Okay.  So let’s look at the columns again.  How many columns are in this one?,student,55.,teacher,55.  So this is 55.  But how do we do this one?  How do we say that?,student,It looks like the same thing as that one.,student,[Inaudible].,teacher,Okay.  So let’s look at the columns again.  How many columns are in this one?,student,Ten.,teacher,"There’s ten of them, right.",0,0,1,0
765,765_75,I think that's great thinking you guys.  Nice job.  Now how are you guys doing?  What strategy are you using to figure out A?,teacher,The number of—,student,The number that was sold last week.,teacher,What kind of baskets?  Sunshine baskets.  That means 33 sunshine baskets were sold last week.  Talk it over with your group.  What do you think of it?  I would agree.  Talk it over with your group and see if they agree.,student,I think that would be 42 because 41 would be right there.,teacher,I think that's great thinking you guys.  Nice job.  Now how are you guys doing?  What strategy are you using to figure out A?,student,We're figuring out how much each sunshine [inaudible] adding it together.,teacher,"When you say how much that has, Student E, what does the bar actually stand for?  What's the title of the graph?",0,0,1,0
17,17_424,What?,teacher,"So what do we do with this information?  Oh, three.  They have three in common.  That’s it.  What do we do next?",student,[Inaudible],teacher,We divide it by that number. What’s our new fraction?  What’s our new fraction?  Student W?,student,[Inaudible],teacher,What?,student,[Inaudible],teacher,I thought you said four fifths.  I was like what?  Do we agree?,0,0,1,0
2987,2987_14,"50 percent.  So this is actually – the reason that it puts these percentage signs is the chance that it’s going to rain during the day.  There is a 60 percent chance that all day long, up until 4:00 o'clock where it changes to 50 percent, the weathermen have predicted, they’ve forecasted that there's a 60 percent chance that it is going to rain. Which means it’s more than maybe, it’s likely that it’s going to rain, 60 percent chance.  It’s not 100 percent chance.  What would it be if it were a 100 percent chance that they said it was going to rain?  Raise your hand, raise your hand.  I love the thinking but raise the hand. Student J?",teacher,"They’re not the same thing.  Do you agree with Student L that they’re not the same thing shake your head yes.  If you say that no they are the same thing, put your hand up in the air.  So Student L, you’re saying they’re not the same. How are they different?  How is maybe different from likely?  Student J?",student,"Because maybe is like the half, and likely is like more like you agree.",teacher,"Good memory.  So likely is more than half.  And with 60 percent, why is Student L saying that it’s likely rather than maybe?  Rather than the half?  What percent would it be if it was half?",student,50.,teacher,"50 percent.  So this is actually – the reason that it puts these percentage signs is the chance that it’s going to rain during the day.  There is a 60 percent chance that all day long, up until 4:00 o'clock where it changes to 50 percent, the weathermen have predicted, they’ve forecasted that there's a 60 percent chance that it is going to rain. Which means it’s more than maybe, it’s likely that it’s going to rain, 60 percent chance.  It’s not 100 percent chance.  What would it be if it were a 100 percent chance that they said it was going to rain?  Raise your hand, raise your hand.  I love the thinking but raise the hand. Student J?",student,I think like it’s going to rain all day.  I mean they’re going to be sure it’s going to rain.,teacher,Totally.  They’re going to be sure.  And do you remember the word that I taught you with that?,0,0,1,0
1095,1095_47,Easy?  I say go medium.,teacher,"So the perimeter would be 20—they didn’t give a thing.  They didn’t give a reason.  So we’re gonna say 20 inches. Remember with perimeter you don’t square it.  So if you did the math, seven—you can do it again like this: seven plus three gives you ten.  Seventeen and three gives you twenty. There’s many ways you can do it.  You don’t have to just do it, I add one, two, three, nine.  Now again this times formula only works if it’s like a square or a regular rec—quadrilateral where all sides work.  If not, you can two times the base, two times the height.  Okay?  For right now, is your hand up?  All right, let me see if I can find this rings.  All right, here we go.  This is supposed to be a little game, and it’s talk about calculating the area or the perimeter.  Let’s see.  Which y'all want to go?  Easy, medium or hard?",multiple students,Medium.,student,Easy first.,multiple students,Medium.,teacher,Easy?  I say go medium.,student,I'm talking about at first.,teacher,"Look, if you got easy, medium, hard, and super brain, I think we should at least go medium.",1,0,0,0
2005,2005_140,"Okay.  Click forward.  Go forward.  Any questions about this? All right.  Real quick, let's do this one.  If you have $3.00, and you buy a toy for $2.17, how much money would you have?  Set up the computer.  It will do it.  If you have $3.00 and you bought a toy for $2.17, how much money would you have left?  Write it down.  Student T, would you go to the board and do it please?  Can you go to the board? If you have $3.00 and you buy a toy for $2.17, how much money would you have left?  What is it?  83 cents, okay. What happened, Student E?  You've got to put the total and the coins.  Press restart.  Okay.  Click 83 cents.  Put 83 cents where it says total.  Move the coins.  Take the quarters.  Press on it.  Press again.  You've got to make 83 cents.  You've got to press the quarters, the coins, so you can actually make 83 cents.  Okay.  That's how you do it.  Any questions about this?  Just a little bit.  Here's what I want you to do, because I want to do a couple things.  Come on.  I'm going to give you this particular sheet that has work to do with money.  Now they give you an example.  It says you've got [inaudible], and about $15.00. So basically you've got to add, show your work.  For the other side, you've got to subtract, and it tells you. You've got $100.00.  You're going to buy water for $78.00 so you've got $22.00 left.  What you have to do is – now place enough money and what you can do is $22.00 left.  Do it.  Do you understand what I said?  Okay.  You can't do two things at once.  So how do we do 22 cents?  Well one way – how many ways can we make 22 cents – $22.00?  Student T?  Change the color for me please.  Yes?",teacher,"19.  We noticed this.  Basically it's telling you how to do it. Go ahead.  1, 5, and 25.  What does it say?",student,It says [inaudible].,teacher,Okay.  You've got to click okay.  What does it say?,student,"25, and the move it to the dollar sign.",teacher,"Okay.  Click forward.  Go forward.  Any questions about this? All right.  Real quick, let's do this one.  If you have $3.00, and you buy a toy for $2.17, how much money would you have?  Set up the computer.  It will do it.  If you have $3.00 and you bought a toy for $2.17, how much money would you have left?  Write it down.  Student T, would you go to the board and do it please?  Can you go to the board? If you have $3.00 and you buy a toy for $2.17, how much money would you have left?  What is it?  83 cents, okay. What happened, Student E?  You've got to put the total and the coins.  Press restart.  Okay.  Click 83 cents.  Put 83 cents where it says total.  Move the coins.  Take the quarters.  Press on it.  Press again.  You've got to make 83 cents.  You've got to press the quarters, the coins, so you can actually make 83 cents.  Okay.  That's how you do it.  Any questions about this?  Just a little bit.  Here's what I want you to do, because I want to do a couple things.  Come on.  I'm going to give you this particular sheet that has work to do with money.  Now they give you an example.  It says you've got [inaudible], and about $15.00. So basically you've got to add, show your work.  For the other side, you've got to subtract, and it tells you. You've got $100.00.  You're going to buy water for $78.00 so you've got $22.00 left.  What you have to do is – now place enough money and what you can do is $22.00 left.  Do it.  Do you understand what I said?  Okay.  You can't do two things at once.  So how do we do 22 cents?  Well one way – how many ways can we make 22 cents – $22.00?  Student T?  Change the color for me please.  Yes?",student,You can do $20.00 plus $2.00.,teacher,[Inaudible].,1,1,0,0
907,907_50,"I have a right angle.  So if I went ahead and I lay this down like this, and I see where this should be if it was a right angle, and it's larger than that, what kind of angle is it that is larger than the 90 degree angle, Student C?",teacher,"This one looks like the angle should be 90 degrees, and I have one, so what can I call that triangle when I'm measuring it according to the angles that it has?",student,A right angle triangle.,teacher,"It's a right triangle.  Okay.  That's how we say that, right triangle.  Now let's look at this one.  We're going to measure this angle right here, and if I'm not totally sure of how to measure or how many degrees that is, what if I say, ""Wow.  I don't have my protractor with me today, but I do have a piece of paper that I have handy.""  When I look at my corners on my paper, all my corners, I have what kind of angle?  Student U?",student,Right angle.,teacher,"I have a right angle.  So if I went ahead and I lay this down like this, and I see where this should be if it was a right angle, and it's larger than that, what kind of angle is it that is larger than the 90 degree angle, Student C?",student,Obtuse.,teacher,"Obtuse.  So because that is greater than 90 degrees, that is obtuse.  All right.  Then I come to this little one down here, and I still have that same piece of paper, and I can even fold it down further if I don't use something quite as big.  I look and I say, ""Wow.  When I do that, that is less than 90 degrees.  This one is less than 90 degrees, and even the third one I measure is less than 90 degrees."" What would I call that one, Student C?",1,1,1,0
2464,2464_285,Which one of these is going to represent one whole?  W-H-O-L-E.,teacher,"Expo marker one?  Because?  I need to be able to hear you, because I can’t hear you.  Sound waves.",student,"Because [inaudible] seven-tenths, so you can figure out one- tenth [inaudible].",teacher,This is a whole?,student,[Inaudible].,teacher,Which one of these is going to represent one whole?  W-H-O-L-E.,multiple students,A whole.,teacher,Student G?,0,0,1,0
489,489_58,"Yeah, perfect, couldn’t have said it better myself.  It’s the amount of liquid a container can hold.  Now if you’re measuring capacity with customary units, what would be some examples?  What would be an example?  Give me one.",teacher,"A ton, and how do we show a ton?",student,A capital T.,teacher,"A capital T.  So as we’re thinking about that, let me double check to make sure you guys.  If we’re measuring capacity, well first of all what is capacity?  It’s a measure of a what?  Capacity, it’s the measure of a what?  Think about it.  Capacity, something that has capacity.  It’s a measure of a what, Student J?",student,The amount of liquid a container could hold?,teacher,"Yeah, perfect, couldn’t have said it better myself.  It’s the amount of liquid a container can hold.  Now if you’re measuring capacity with customary units, what would be some examples?  What would be an example?  Give me one.",student,Gallons.,teacher,"Gallons, give me another one Student K.  Customary.",1,1,1,0
2850,2850_208,Why?  Thank you.,teacher,Is that true?  Who thinks that’s true?  Student J?,student,Yes?,teacher,You helped us out.  We got to two – two over two; two-halves is one.  And then he’s saying that one-and-a-half is three- halves.  Is that true?,student,Yes.,teacher,Why?  Thank you.,student,"Because three – it’s like three-and-a-half.  Like if you colored three boxes you’re not going to have none left, so it’s the part of the family of one-half.",teacher,"So if we have one-half, that’s this?  Then we filled it up, it’s one-whole?",0,0,1,0
598,598_276,Do you see a tens out here?,teacher,"My second rotation group with the books, you're too loud.  So lower your voice both.  Lower your voices please.  The computers you’re doing fine.  Thank you.  So let’s look at our numbers.  Five, what place value is five in?",multiple students,Five is in the –,teacher,Five is in the tenths.,multiple students,"No, tens.",teacher,Do you see a tens out here?,student,Yes.,teacher,Where?,1,0,1,0
4729,4729_36,"No.  X tells me to go positive, right, and then y tells me to go down.  So it will be a positive and a negative.  Good.",teacher,"Quadrant number three.  All the numbers will be negative, negative, negative.  Awesome.  What if I was in quadrant four?  Student M.",student,[Inaudible].,teacher,Quadrant four.,student,Negative [inaudible].,teacher,"No.  X tells me to go positive, right, and then y tells me to go down.  So it will be a positive and a negative.  Good.",student,It would be negative.,teacher,"X tells me to go negative, right, and then y tells me to go –",1,1,0,0
537,537_354,Okay.  So where is the decimal?  I disagree with that.,student,"Miss H, can I sharpen my pencil?",teacher,"Sure, dear.",student,"Wow, there is a lot of remainders in here.",student,I’m done.,teacher,Okay.  So where is the decimal?  I disagree with that.,student,[Inaudible].,teacher,"Yeah, so sharpen your pencil.  I think that you are not following the very first rule.  The very first rule says before you do any division; mark the decimal on the top. Right?",0,0,1,0
